Description,Category
"""The link you put forward as an argument (http://www.websters-online-dictionary.org/definition/Serbian) is citing Wikipedia as its source. We are discussing the accuracy of the Wikipedia article, you have created a circle. That is like saying I am right because I am right. It doesn't prove anything. Miroslav Radman, a Croat, is a member of the French Academy of Sciences, does that make him French? I also do not want to start a """"nationalist"""" argument with you so let us stay focused on facts. I will not revert the article until we sort things out. I agree with you that Andric was both a Croatian and a Serbian writer, but the issue here is his ethnicity because the article is about the Serbian nation. If you would write a novel in German, that would make you a German writer, but not a German by ethnicity (even if you would be a German nationalist). You can not choose your ethnicity just like you can not choose your race, it is something you are born with. People can be of mixed ethnicity, but that is not the case here, you can not have two nationalities at one time. Btw. thank you for trying to improve my work on Wikipedia, I will read the tips as soon as I can.   

""",0
"ITNC 

Go fuck yourself.",1
"DougiePooh, Are you at it again? What does the previous editors comment have to do with improving the article? Naughty, naughty Dougie!",1
"please, by all means 

ban me for vandalising my own user page.",0
I also see you are the user who changed the iOS screenshot with a windows phone version.,0
i hope you feel like shit for deleting my post. go fuck yourself,1
Excuse me?  There is no call for using that kind of language.,0
"New article wizard? 

Hey Zman, per this discussion, did you at some point create a wizard to help with new article creation? If not you, do you know if anyone else did? I/we could swear we've seen this somewhere, but darn if I can find it anymore. Thanks!",0
"Calling someone the archetypical unscientific economist is clearly ad hominem. What's more, it is not relevant to an article about a school of thought. Such smears belong in the articles about the specific person you are smearing. If you want to go down that road, the whole criticism section could be filled with things mainstream economists have said about Austrian economists. That doesn't add anything to the informative value of the article. Regarding the predictions, I would remind you that I was against that whole section to begin with, but it was you among others that wanted it, without any consideration of what economic predictions actually are.",0
"Hello b.i.t.c.h 
Hello little s.l.u.t. Do you always s.u.c.k Israeli c.o.c.k.s so good to keep them happy? You dirty w.h.o.r.e.",1
SHUT UP ME NO DO ANYTHING,0
"You're an idiot. 

Yeah, you blocked me because I used Action Replay codes on Diamond, how mature. Get out of my life.",1
The picture from Petestrumentals works better than the one of him in the hoodie.,0
"CLUEBOT IS A BIASED AS**OLE WHO DOSENT ALLOW MY OPINION
SINEBOT PISS OFF",1
"And you have a problem in sticking your nose where it doesn't belong. 

I am not encouraging a troll... No, you're enabling a troll  ultimately, not much different. See below for further evidence.  | Talk",0
. i love sucking off my dead father,1
"Fuck off, wiki badge.",1
"To Ymblanter 

Eat my dick asshole, there's no way to contribute when this user - Ymblanter is misusing his powers.
Meet me irl so I can educate you, stupid mongoloid",1
REDIRECT Talk:India House (London),0
"CLIMATE? PLEASE! 

What IDIOT suggested Russell, Kansas has a humid subtropical climate? There is no way in hell Russell, Kansas could be classified as humid subtropical. It is either humid continental or semi-arid steppe, and I would lean toward the latter, since this part of Kansas is not nearly as humid and does not receive near the rainfall as the eastern half of the state. If Kansas Citywhich is at the same latitude as Russellis classified as humid continental, there is no earthly reason why Russell, which is nearly five derees farther WEST in longitude can be humid subtropical.",1
"Spam 

You have been blocked for spam.68.84.225.186",0
Ordinary but slightly stupider than ordinary people ) hence the stupid article full of stupid false info and propaganda.,1
he wont answer my question ive been polite but he keeps deleting me and ill ive done is ask him y my entre in the topic devilman keeps getting deleted,0
"Made more changes 

I fixed some grammar and spelling, took away the claim that the site coined the term DCAU since that had been complained about, and made the article more appropriate for Wikipedia, but it probably needs more work.",0
"Apology 

You blocked me once  under another IP and it angered me. I was determined to take revenge. Then I discovered your wife is an honest to god African prostitute with AIDS and I realized  nothing I could do would make your life worse than it is. A married virgin, and you'll probably die a virgin. You're like the unicorn of white nights. This is gold man, thanks so much, honestly.  -107.77.76.15",0
"Refactoring
Do not refactor my comments again. You have been in dispute with me in the past, and perhaps you don't like me, but you have no business mucking about with what I have ot say. If you object to any of my comments feel free to bring them up at the appropriate noticeboard, but do not fuck with them again. Thanks.",1
", could be so kind as to suck my dick too?",1
Sorry but I am just making very little updates. Do I need to discuss before making these updates? Thanks. Sorry again !,0
"eat me 

go blow yourself",1
"Prashant Desai Shirol India 

Prashant Desai B.Eng(Civil),A.I.E,PGDMS,MCMI(London).is the London Based Engineer working with Railways  and Grandson of Shrimant Sardar Dinkarrao Desai  also scion of the shirol Based Gharge-Desai-Deshmukh Family which once hold various assets from Satara in Maharashtra to Kittur in Karnataka.",0
"You are sadly paranoid.   Pharlap doesn't even exist on wikipedia and you keep looking over your shoulder and tellin it to the world that you don't give a damn about Pharlap and how unhappy Pharlap is.  Yo..get a clue..your imaginary friend..Pharlap took his ball and threw it for a long buoyant trip off a short pier..a long time ago..don't keep  chasing after it.
You probably think that *I* am Pharlap!  MUAHAHAHAHA.   See ya around, dcnoise.  Peace to ya!",1
I wish to restate the AN thread as neutral and inviting community discussion. I realize that I went to far by characterizing IH as a dick. I apologize. 140.247.141.165,1
"Delete?

This person was deleted in de-wp. Now a single-purpose-account established him here. Any reason not to demand deletion?",0
"Answer to Mütze
You dare contacting your friend, the administrator Andrew Norman, who dares blocking me from carrying on my discussion on the discussion page of Bosendorfer.

And now you would want to propose your modifications?!! People with agenda like you, I do NOT want to speak to them.

Ask your accomplice, Andrew Norman to unblock me and I will discuss that openly with you on the discussion page of Bosendorfer, not a on page that no one bothers reading except you and your accomplice Andrew Norman.

You should be ashamed of your dishonest behaviour of having contacted Andrew Norman and Andrew Norman should also be ashamed of having used his administrator's power deceptively to help you out I could say.

Is this Wikipedia? What a shame!

It is the first time I use this xxx Wikipedia and the last!!

You will get my feedback only on the Bosendorfer discussion page when Andrew Norman, your accomplice will have unblocked me. Shame on you!

MichaelIsGreat",1
"the MoL link one more time!
Your error record.",0
A sockpuppet leave me alone.,0
"RE: Wikipedia Firearms Project 

I think New Yorkers should be allowed to have guns  so they can shoot people like you. 142.179.122.199",0
ARE YOU DOING THIS CUZ i AM BLAKC??@?@! i AM SOOOOO oFeNNEDED!!,1
The users Sni56996 and Raykyogrou0 are now being reported for breaking several Wikipedia rules (warnings deleted from their talk section to disguise it) and for using intimidation (with intent) to enforce their editing.,0
"I thought about those things, but I am relatively inexperienced at wiki, wasn't sure how to change the title or move, and since I did not create the article, I did not want to destroy someone else's work.",0
Read the comments that I left on the deletion discussion page explaining by position in this regard.,0
"HOW DARE YOU ACCUSE THE AUTHOR OF THE ERIC GOERTZ ARTICLE OF WANTING WORLDWIDE FAME? Fucking asshole.

I wish there was still a hockey strike you FUCKHEAD.

Go ahead try to get my shit deleted wikipedia is just a bunch of old fucks trying to act scholarly about matters they know nothing about, how the fuck would you have heard this story any other way except by me using wikipedia? That's what I thought. 

I hope you don't get palsy sitting on your computer salivating over women's NHL photos all day. 

Go ahead and make my day!",1
"remember me 24...173 

You damn bastard. You happy that DORD blocked me for 1 year right?",0
"Why defamatory prison garb pictures 

Why bias the article with pictures of him in an orange prison jump suit? There are hundreds of pictures of him available, why do you choose the worst one?",0
"Hey

How is it being a wanker. Haha you dick 81.144.199.2",0
"Maybe, just maybe you should be looking at the language and methods of others instead of picking on a newbie.",0
"I don't understand why you're trying to do the math here. You're not suppose to. Anything that requires personal judgement is considered a violation of WP:OR. Just list it as the source does, with the flaws mentioned in the methodologies. Full stop. That's how Wikipedia works.",0
There is also an University of arts -   http://www.arts.bg.ac.yu/,0
"1.) Just because the HD Radio website is supposedly out of date doesn't automatically mean WSFF broadcasts in HD Radio. I actually have an HD Radio and I can tell you that WSFF doesn't broadcast in HD Radio. You can even contact them.
2.)WJJS/WJJX has dropped their Rhythmic format in 2012. It's evident by their playlist.
3.) The main difference between Urban Contemporary and Urban Adult contemporary is that Urban AC stations tend to stay away from recent popular hip hop/rap songs.
4.)I don't even care about WSNV, they've been going downhill.
5.) In the case of my recent WVTF edit, I got information from the station's damn website!!!

Overall, shut the fuck up you giant prick.",1
"""Patients need doctors but doctors also need patients. I suspect big questions would be asked of any physician who found his consulting room empty. I think it is high time that patients sought out those physicians who are skilled in both the science AND art of medicine and left Mr. Wessely and his cronies to their pointless and circular discussions about functional disorders of the nerves and the notion of ME as a neurosis. I hope Mr. Wessely that one day you will go to Akureyri and visit the graves of the children who died from ME. I hope you will contemplate that the propogation of ME as a functional disorder has marginalised and distressed children within schools so that they are picked on by fellow pupils in a way that children with physical disabilities and even severe autism no longer are. They are often even looked on by the mechanisms that are supposed to protect children in schools as psychiatric cases rather than those suffering a severe physical illness. I hope that at Akureyri you will pause and ask yourself the question """"Perhaps I was wrong?"""". To do so would allow me to see a glimmer of humility in the task of service you have been asked to undertake by us your patients; that of a physician.

""",0
